n	page	line	x	type	d1	passA	passB
2054	f28v	12	3122	psi	0.541	.	C13
2055	f28v	12	3185	lam	0.413	.	C10
2056	f28v	12	3242	S	0.317	.	s
2057	f28v	12	3279	db	0.208	.	C11
2058	f28v	12	3346	o	0.320	.	o
2059	f28v	12	3388	X	0.646	.	x
2060	f28v	12	3438	f	0.251	.	f
2061	f28v	12	3494	lam	0.472	.	C10
2062	f28v	12	3542	I	0.614	.	I
2063	f28v	12	3606	n	0.786	.	n
2064	f28v	12	3647	v	0.680	.	v
2065	f28v	12	3676	db	0.682	.	C11
2066	f28v	12	3747	oplus	0.309	.	C21
2067	f28v	12	3800	o	0.599	.	o
2068	f28v	12	3835	v	0.593	.	v
2069	f28v	12	3873	z	0.531	.	z
2070	f28v	12	3926	E	0.888	.	E
2071	f28v	12	3968	psi	0.594	.	C13
2072	f28v	12	4033	7	0.548	.	7
2073	f28v	12	4067	f	0.318	.	f
2074	f28v	12	4141	l	0.599	.	-
2075	f28v	12	4177	db	0.636	.	C11
2076	f28v	12	4207	f	0.620	.	.
2077	f28v	12	4277	q	0.636	.	.
2078	f28v	12	4321	z	0.864	.	.
2079	f28v	13	1567	X	0.749	phi	x
2080	f28v	13	1611	l	0.775	T	C01
2081	f28v	13	1671	psi	0.655	phi	C13
2082	f28v	13	1716	f	0.374	f	f
2083	f28v	13	1758	l	0.631	lam	C04
2084	f28v	13	1819	db	0.707	box	C11
2085	f28v	13	1865	f	0.198	f	f
2086	f28v	13	1942	rho	0.145	rho	C01
2087	f28v	13	1982	arr	0.528	Rk	C01
2088	f28v	13	2049	z	0.679	z	z
2089	f28v	13	2105	I	0.568	I	I
2090	f28v	13	2154	l	0.497	lam	C04
2091	f28v	13	2230	R	0.211	z	R
2092	f28v	13	2263	f	0.791	f	f
2093	f28v	13	2325	psi	0.723	.	C01
2094	f28v	13	2402	th	0.758	.	C19
2095	f28v	13	2441	z	0.605	.	z
2096	f28v	13	2492	A	0.206	.	A
2097	f28v	13	2558	psi	0.618	.	C13
2098	f28v	13	2633	T	0.370	.	T
2099	f28v	13	2691	o	0.273	.	o
2100	f28v	13	2720	arr	0.722	.	-
2101	f28v	13	2780	l	0.728	.	C04
2102	f28v	13	2832	I	0.685	.	I
2103	f28v	13	2883	psi	0.766	.	C13
2104	f28v	13	2969	q	0.614	.	C01
2105	f28v	13	3017	psi	0.585	.	C13
2106	f28v	13	3079	R	0.325	.	R
2107	f28v	13	3120	z	0.662	.	z
2108	f28v	13	3156	lam	1.108	.	C10
2109	f28v	13	3220	l	0.713	.	C04
2110	f28v	13	3263	arr	0.289	.	C01
2111	f28v	13	3331	psi	0.669	.	C13
2112	f28v	13	3392	arr	0.615	.	C01
2113	f28v	13	3446	db	0.642	.	C11
2114	f28v	13	3500	lam	0.619	.	C10
2115	f28v	13	3542	z	0.521	.	z
2116	f28v	13	3580	l	0.821	.	C01
2117	f28v	13	3643	v	0.586	.	v
2118	f28v	13	3671	l	0.539	.	C04
2119	f28v	13	3724	I	0.547	.	I
2120	f28v	13	3779	z	0.735	.	z
2121	f28v	13	3815	f	0.601	.	f
2122	f28v	13	3889	S	0.654	.	s
2123	f28v	13	3931	o	0.584	.	o
2124	f28v	13	3970	I	0.516	.	I
2125	f28v	13	4020	lam	0.499	.	C10
2126	f28v	13	4073	n	0.712	.	n
2127	f28v	13	4112	v	0.573	.	v
2128	f28v	13	4135	db	0.213	.	C11
2129	f28v	13	4194	box	0.564	.	C09
2130	f28v	13	4252	psi	0.291	.	C13
2131	f28v	13	4311	T	0.558	.	.
2132	f28v	13	4353	7	0.266	.	.
2133	f28v	14	1528	f	0.919	oe	f
2134	f28v	14	1623	q	0.512	box	C01
2135	f28v	14	1660	o	0.286	x	o
2136	f28v	14	1689	f	0.736	box	f
2137	f28v	14	1732	l	0.718	lam	C04
2138	f28v	14	1794	I	0.414	I	I
2139	f28v	14	1810	rho	0.481	phi	C01
2140	f28v	14	1904	psi	0.537	phi	C13
2141	f28v	14	1960	lam	0.514	v	C10
2142	f28v	14	2001	l	0.243	lam	C04
2143	f28v	14	2058	z	0.203	theta	z
2144	f28v	14	2112	I	0.119	I	I|I
2145	f28v	14	2153	l	0.597	lam	C04|C04
2146	f28v	14	2206	l	0.550	lam	C04|C04
2147	f28v	14	2268	arr	0.274	phi	C01
2148	f28v	14	2331	db	0.159	.	C11
2149	f28v	14	2376	lam	0.293	.	-
2150	f28v	14	2434	arr	0.306	.	C01
2151	f28v	14	2499	db	0.783	.	C11
2152	f28v	14	2556	n	0.253	.	n
2153	f28v	14	2599	v	0.238	.	v
2154	f28v	14	2641	X	0.275	.	x
2155	f28v	14	2693	lam	0.274	.	C10
2156	f28v	14	2748	n	0.676	.	n
2157	f28v	14	2798	v	0.572	.	v
2158	f28v	14	2831	db	0.166	.	C11
2159	f28v	14	2852	rho	0.479	.	C01
2160	f28v	14	2944	psi	0.266	.	C13
2161	f28v	14	3006	T	0.476	.	T
2162	f28v	14	3025	rho	0.416	.	C01
2163	f28v	14	3100	o	0.264	.	o
2164	f28v	14	3138	X	0.271	.	x
2165	f28v	14	3190	lam	0.536	.	-
2166	f28v	14	3231	I	0.329	.	I
2167	f28v	14	3285	arr	0.703	.	C01
2168	f28v	14	3370	q	0.612	.	-
2169	f28v	14	3409	psi	0.595	.	C13
2170	f28v	14	3465	lam	0.618	.	C01
2171	f28v	14	3514	o	0.586	.	o
2172	f28v	14	3555	lam	0.303	.	C10
2173	f28v	14	3586	ankh	0.645	.	C04
2174	f28v	14	3651	I	0.563	.	I
2175	f28v	14	3689	f	0.674	.	f
2176	f28v	14	3757	box	0.596	.	C09
2177	f28v	14	3803	l	0.589	.	C01
2178	f28v	14	3862	psi	0.569	.	C13
2179	f28v	14	3913	l	0.650	.	-
2180	f28v	14	3971	db	0.603	.	C11
2181	f28v	14	4020	Del	0.617	.	C07
2182	f28v	14	4070	psi	0.599	.	C13
2183	f28v	14	4133	v	0.640	.	-
2184	f28v	14	4170	lam	0.625	.	C10
2185	f28v	14	4194	l	0.730	.	C04
2186	f28v	14	4260	q	0.574	.	o
2187	f28v	14	4296	sq	0.829	.	.
2188	f28v	14	4343	l	0.929	.	.
2189	f28v	15	1568	psi	0.573	phi	C13
2190	f28v	15	1615	arr	0.749	phi	C10
2191	f28v	15	1694	th	0.762	o	C19
2192	f28v	15	1734	z	0.176	rho	z
2193	f28v	15	1762	f	0.837	I	f
2194	f28v	15	1836	box	0.475	box	C09
2195	f28v	15	1890	v	0.320	v	v
2196	f28v	15	1931	psi	0.232	phi	C13
2197	f28v	15	1989	v	0.260	v	v
2198	f28v	15	2018	arr	0.824	phi	C10
2199	f28v	15	2104	psi	0.685	z	C13
2200	f28v	15	2153	l	0.277	lam	C04
2201	f28v	15	2219	l	0.220	lam	C04
2202	f28v	15	2270	db	0.172	dag	C11
2203	f28v	15	2312	f	0.401	?	f
2204	f28v	15	2373	I	0.557	.	I
2205	f28v	15	2420	arr	0.242	.	C10
2206	f28v	15	2494	psi	0.632	.	C13
2207	f28v	15	2549	f	0.667	.	f
2208	f28v	15	2607	T	0.511	.	T
2209	f28v	15	2661	X	0.877	.	x
2210	f28v	15	2719	psi	0.211	.	C13
2211	f28v	15	2781	q	0.704	.	C01
2212	f28v	15	2826	lam	0.582	.	-
2213	f28v	15	2888	yogh	0.162	.	3
2214	f28v	15	2930	m	0.421	.	m
2215	f28v	15	3022	7	0.331	.	7
2216	f28v	15	3073	l	0.881	.	C04
2217	f28v	15	3119	n	0.575	.	n
2218	f28v	15	3163	v	0.805	.	v
2219	f28v	15	3191	db	0.400	.	C11
2220	f28v	15	3223	rho	0.329	.	C01
2221	f28v	15	3305	psi	0.661	.	C13
2222	f28v	15	3363	v	0.632	.	-
2223	f28v	15	3391	arr	0.686	.	C01
2224	f28v	15	3465	o	0.323	.	o
2225	f28v	15	3503	S	1.065	.	s
2226	f28v	15	3539	th	0.634	.	C19
2227	f28v	15	3568	ankh	0.651	.	C01
2228	f28v	15	3631	H	0.211	.	H
2229	f28v	15	3689	o	0.528	.	o
2230	f28v	15	3729	q	0.562	.	C01
2231	f28v	15	3766	psi	0.581	.	C13
2232	f28v	15	3825	v	0.668	.	-
2233	f28v	15	3857	arr	0.688	.	C10
2234	f28v	15	3931	n	0.741	.	n
2235	f28v	15	3975	v	0.703	.	v
2236	f28v	15	4017	X	0.680	.	x
2237	f28v	15	4076	psi	0.676	.	C13
2238	f28v	15	4128	lam	0.544	.	C10
2239	f28v	15	4164	l	0.604	.	C04
2240	f28v	15	4213	z	0.653	.	z
2241	f28v	15	4255	I	0.860	.	I
2242	f28v	15	4303	l	0.608	.	.
2243	f28v	15	4337	R	1.008	.	.
2244	f28v	16	978	yogh	1.344	.	.
2245	f28v	16	1561	7	0.306	.	7
2246	f28v	16	1585	f	0.739	.	f
2247	f28v	16	1653	v	0.247	v	v
2248	f28v	16	1698	E	0.835	x	C15
2249	f28v	16	1748	E	0.481	omg	E
2250	f28v	16	1786	psi	0.743	I	C13
2251	f28v	16	1843	arr	0.594	phi	C10
2252	f28v	16	1909	lam	0.603	v	C10
2253	f28v	16	1951	z	0.675	s	z
2254	f28v	16	2006	I	0.309	dag	I
2255	f28v	16	2052	arr	0.706	z	C10
2256	f28v	16	2138	q	0.552	rho	C01|C01
2257	f28v	16	2181	psi	0.662	phi	C13|C13
2258	f28v	16	2243	R	0.176	omg	R|R
2259	f28v	16	2297	psi	0.492	I	C13|C13
2260	f28v	16	2351	arr	0.365	.	-
2261	f28v	16	2410	lam	0.516	.	C10
2262	f28v	16	2459	zslash	0.247	.	C18
2263	f28v	16	2527	lamL	0.200	.	-
2264	f28v	16	2588	lam	0.640	.	C10
2265	f28v	16	2630	db	0.111	.	C11
2266	f28v	16	2649	rho	0.528	.	C01
2267	f28v	16	2723	z	0.440	.	z
2268	f28v	16	2766	f	0.334	.	f
2269	f28v	16	2836	n	0.209	.	n
2270	f28v	16	2885	v	0.393	.	v
2271	f28v	16	2907	db	0.396	.	C11
2272	f28v	16	2915	rho	0.187	.	C01
2273	f28v	16	3005	n	0.263	.	n
2274	f28v	16	3043	v	0.574	.	v
2275	f28v	16	3083	7	0.441	.	7
2276	f28v	16	3148	T	0.325	.	T
2277	f28v	16	3197	arr	0.677	.	C10
2278	f28v	16	3268	z	0.445	.	z
2279	f28v	16	3313	T	0.211	.	T
2280	f28v	16	3369	sq	0.312	.	C10
2281	f28v	16	3421	w	0.705	.	C14
2282	f28v	16	3479	n	0.727	.	n
2283	f28v	16	3517	v	0.585	.	v
2284	f28v	16	3555	7	0.483	.	-
2285	f28v	16	3611	X	0.727	.	x
2286	f28v	16	3668	psi	0.598	.	C13
2287	f28v	16	3712	rho	0.230	.	C01
2288	f28v	16	3777	v	0.282	.	v
2289	f28v	16	3815	E	0.742	.	E
2290	f28v	16	3865	sq	0.761	.	C18
2291	f28v	16	3918	E	0.762	.	E
2292	f28v	16	3956	lam	0.585	.	n
2293	f28v	16	4007	l	0.673	.	C01
2294	f28v	16	4059	psi	0.666	.	C13
2295	f28v	16	4108	f	0.595	.	f
2296	f28v	16	4163	X	0.747	.	x
2297	f28v	16	4211	arr	0.626	.	A
2298	f28v	16	4284	S	0.663	.	.
2299	f28v	16	4316	z	0.826	.	.
2300	f28v	16	4350	f	0.762	.	.
2301	f28v	17	1558	lam	0.649	.	C10
2302	f28v	17	1591	l	0.767	T	C04
2303	f28v	17	1649	arr	0.779	phi	C01
2304	f28v	17	1709	z	0.245	z	z
2305	f28v	17	1760	I	0.741	-	I
2306	f28v	17	1813	l	0.211	v	C04
2307	f28v	17	1877	o	0.290	n	o
2308	f28v	17	1916	v	0.188	v	v
2309	f28v	17	1951	H	0.392	T	C10
2310	f28v	17	1998	X	0.331	o	x
2311	f28v	17	2049	arr	0.855	phi	-
2312	f28v	17	2127	R	0.043	rho	R|R
2313	f28v	17	2152	f	0.820	-	f|f
2314	f28v	17	2218	psi	0.691	phi	C13|C13
2315	f28v	17	2267	l	0.112	box	C04|C04
2316	f28v	17	2328	arr	0.705	.	C01
2317	f28v	17	2383	db	0.262	.	C11
2318	f28v	17	2434	lam	0.301	.	C10
2319	f28v	17	2483	dbar	0.298	.	C11
2320	f28v	17	2584	arr	0.691	.	A
2321	f28v	17	2645	z	0.151	.	z
2322	f28v	17	2702	H	0.418	.	H
2323	f28v	17	2749	db	0.358	.	C11
2324	f28v	17	2810	T	0.299	.	T
2325	f28v	17	2866	psi	0.663	.	C13
2326	f28v	17	2929	v	0.263	.	v
2327	f28v	17	2964	arr	0.759	.	C01
2328	f28v	17	3055	o	0.280	.	o
2329	f28v	17	3096	n	0.837	.	n
2330	f28v	17	3137	v	0.299	.	v
2331	f28v	17	3170	sq	0.747	.	-
2332	f28v	17	3233	E	0.654	.	C19
2333	f28v	17	3280	lam	0.247	.	C10
2334	f28v	17	3328	o	0.239	.	-
2335	f28v	17	3378	lam	0.424	.	C10
2336	f28v	17	3405	ankh	0.320	.	C09
2337	f28v	17	3471	I	0.641	.	I
2338	f28v	17	3510	f	0.662	.	f
2339	f28v	17	3567	box	0.607	.	C09
2340	f28v	17	3609	l	0.608	.	-
2341	f28v	17	3661	db	0.622	.	C11
2342	f28v	17	3705	l	0.704	.	C04
2343	f28v	17	3753	psi	0.598	.	C13
2344	f28v	17	3819	S	0.606	.	s
2345	f28v	17	3865	o	0.547	.	o
2346	f28v	17	3910	arr	0.666	.	C01
2347	f28v	17	3974	db	0.677	.	C11
2348	f28v	17	4023	lam	0.624	.	-
2349	f28v	17	4071	T	0.676	.	T
2350	f28v	17	4122	z	0.589	.	z
2351	f28v	17	4155	f	0.657	.	f
2352	f28v	17	4222	q	0.622	.	C01
2353	f28v	17	4261	v	0.570	.	.
2354	f28v	17	4303	n	0.748	.	.
2355	f28v	17	4339	v	0.660	.	.
2356	f28v	17	4364	yogh	1.120	.	.
2357	f28v	18	1511	rho	0.711	.	C01
2358	f28v	18	1591	psi	0.667	.	C13
2359	f28v	18	1644	q	0.253	.	C01
2360	f28v	18	1685	I	0.166	.	I
2361	f28v	18	1738	box	0.570	eps	C09
2362	f28v	18	1775	l	0.630	phi	C04
2363	f28v	18	1861	o	0.689	rho	o
2364	f28v	18	1889	S	0.202	phi	s
2365	f28v	18	1943	th	0.308	Rk	C19
2366	f28v	18	1980	ankh	0.460	z	C01
2367	f28v	18	2039	H	0.359	v	H
2368	f28v	18	2095	o	0.336	lam	o|o
2369	f28v	18	2139	q	0.552	rho	C01|C01
2370	f28v	18	2184	psi	0.381	phi	C13|C13
2371	f28v	18	2249	v	0.317	v	v
2372	f28v	18	2276	arr	0.404	phi	C01
2373	f28v	18	2349	7	0.715	.	7
2374	f28v	18	2393	l	0.621	.	C04
2375	f28v	18	2435	rho	0.203	.	C01
2376	f28v	18	2513	psi	0.418	.	C13
2377	f28v	18	2567	lam	0.452	.	C01
2378	f28v	18	2617	q	0.592	.	C13
2379	f28v	18	2658	I	0.231	.	I
2380	f28v	18	2703	box	0.591	.	C09
2381	f28v	18	2753	l	0.528	.	C04
2382	f28v	18	2804	w	0.309	.	C14
2383	f28v	18	2855	yogh	0.196	.	3
2384	f28v	18	2912	S	0.702	.	s
2385	f28v	18	2951	z	0.577	.	z
2386	f28v	18	2988	f	0.658	.	f
2387	f28v	18	3051	lam	0.450	.	C10
2388	f28v	18	3091	l	0.386	.	C04
2389	f28v	18	3147	arr	0.279	.	C01
2390	f28v	18	3210	z	0.762	.	z
2391	f28v	18	3260	E	0.505	.	E
2392	f28v	18	3303	psi	0.223	.	C13
2393	f28v	18	3355	f	0.219	.	-
2394	f28v	18	3396	l	0.536	.	C04
2395	f28v	18	3461	o	0.290	.	o
2396	f28v	18	3500	v	0.694	.	v
2397	f28v	18	3533	sq	0.313	.	C10
2398	f28v	18	3582	I	0.580	.	I
2399	f28v	18	3641	arr	0.215	.	C01
2400	f28v	18	3715	T	0.569	.	T
2401	f28v	18	3729	rho	0.336	.	C13
2402	f28v	18	3805	v	0.534	.	v
2403	f28v	18	3841	lam	0.540	.	-
2404	f28v	18	3881	dbar	0.651	.	C11
2405	f28v	18	3960	arr	0.465	.	C01
2406	f28v	18	4021	z	0.645	.	z
2407	f28v	18	4073	H	0.239	.	H
2408	f28v	18	4114	db	0.226	.	C11
2409	f28v	18	4168	T	0.190	.	T
2410	f28v	18	4220	psi	0.279	.	C13
2411	f28v	18	4277	v	0.660	.	v
2412	f28v	18	4316	arr	0.786	.	.
2413	f28v	19	1536	T	0.915	.	n
2414	f28v	19	1589	v	0.664	x	v
2415	f28v	19	1627	rho	0.647	rho	-
2416	f28v	19	1629	X	0.752	box	x
2417	f28v	19	1722	w	0.751	eps	C14
2418	f28v	19	1760	f	0.690	phi	f
2419	f28v	19	1830	o	0.283	o	o
2420	f28v	19	1872	v	0.631	v	v
2421	f28v	19	1900	sq	0.907	lam	-
2422	f28v	19	1947	E	0.781	z	C15
2423	f28v	19	1992	psi	0.626	phi	C13
2424	f28v	19	2037	f	0.283	box	f
2425	f28v	19	2087	l	0.184	lam	C04
2426	f28v	19	2154	ankh	0.277	rho	C01|C13
2427	f28v	19	2212	f	1.029	phi	C13|f
2428	f28v	19	2265	I	0.260	z	I|I
2429	f28v	19	2303	f	0.249	phi	f|f
2430	f28v	19	2377	q	0.561	.	C01
2431	f28v	19	2416	psi	0.183	.	C13
2432	f28v	19	2460	rho	0.354	.	C01
2433	f28v	19	2512	db	0.245	.	C11
2434	f28v	19	2581	Del	0.259	.	C07
2435	f28v	19	2638	o	0.362	.	o
2436	f28v	19	2671	I	0.777	.	I
2437	f28v	19	2719	arr	0.807	.	C01
2438	f28v	19	2778	db	0.471	.	C11
2439	f28v	19	2849	psi	0.679	.	C13
2440	f28v	19	2896	f	0.777	.	f
2441	f28v	19	2943	l	0.612	.	C04
2442	f28v	19	2991	arr	0.720	.	C01
2443	f28v	19	3049	psi	0.611	.	C13
2444	f28v	19	3102	arr	0.310	.	-
2445	f28v	19	3177	7	0.329	.	7
2446	f28v	19	3209	f	0.551	.	f
2447	f28v	19	3276	n	0.194	.	n
2448	f28v	19	3322	v	0.402	.	v
2449	f28v	19	3343	db	0.697	.	C11
2450	f28v	19	3367	rho	0.202	.	C01
2451	f28v	19	3451	n	0.655	.	n
2452	f28v	19	3497	v	0.518	.	v
2453	f28v	19	3534	7	0.577	.	7
2454	f28v	19	3608	th	0.282	.	C19
2455	f28v	19	3662	th	0.798	.	C21
2456	f28v	19	3670	rho	0.196	.	-
2457	f28v	19	3756	box	0.654	.	C09
2458	f28v	19	3818	psi	0.415	.	C13
2459	f28v	19	3878	n	0.688	.	n
2460	f28v	19	3918	v	0.471	.	v
2461	f28v	19	3957	X	0.719	.	x
2462	f28v	19	3961	rho	0.549	.	o
2463	f28v	19	4042	f	0.741	.	f
2464	f28v	19	4113	o	0.809	.	o
2465	f28v	19	4149	R	0.070	.	R
2466	f28v	19	4187	sq	0.831	.	a
2467	f28v	19	4227	I	0.310	.	I
2468	f28v	19	4287	l	0.227	.	.
2469	f28v	19	4315	dbar	0.681	.	.
2470	f28v	20	1378	dash_o	1.284	6	.
2471	f28v	20	1558	o	0.261	lam	o
2472	f28v	20	1588	arr	0.698	phi	C01
2473	f28v	20	1652	q	0.740	T	-
2474	f28v	20	1695	psi	0.512	phi	C13
2475	f28v	20	1763	q	0.305	s	C01
2476	f28v	20	1795	db	0.149	dag	C11
2477	f28v	20	1863	Del	0.695	x	C07
2478	f28v	20	1923	o	0.702	o	o
2479	f28v	20	1961	I	0.609	z	I
2480	f28v	20	2003	arr	0.588	phi	C01
2481	f28v	20	2077	psi	0.649	z	C13|C13
2482	f28v	20	2153	f	0.166	f	f|f
2483	f28v	20	2216	psi	0.203	rho	C13|C13
2484	f28v	20	2268	R	0.597	dag	R|R
2485	f28v	20	2320	z	0.276	f	z|z
2486	f28v	20	2375	E	0.328	.	E
2487	f28v	20	2409	o	0.569	.	o
2488	f28v	20	2430	f	0.510	.	f
2489	f28v	20	2474	l	0.735	.	C04
2490	f28v	20	2564	q	0.144	.	C01
2491	f28v	20	2604	psi	0.518	.	C13
2492	f28v	20	2672	R	0.173	.	R
2493	f28v	20	2723	z	0.211	.	z
2494	f28v	20	2771	v	0.275	.	v
2495	f28v	20	2808	lam	0.257	.	C10
2496	f28v	20	2863	pi	0.236	.	C14
2497	f28v	20	2952	lam	0.369	.	C10
2498	f28v	20	3028	o	0.399	.	o
2499	f28v	20	3065	v	0.520	.	v
2500	f28v	20	3085	l	0.825	.	C04
2501	f28v	20	3152	arr	0.306	.	-
2502	f28v	20	3217	psi	0.315	.	C13
2503	f28v	20	3284	q	0.695	.	C01
2504	f28v	20	3312	db	0.868	.	C11
2505	f28v	20	3350	rho	0.700	.	C01
2506	f28v	20	3427	I	0.456	.	I
2507	f28v	20	3492	th	0.418	.	C19
2508	f28v	20	3537	db	0.262	.	C11
2509	f28v	20	3603	arr	0.254	.	C10
2510	f28v	20	3672	o	0.665	.	o
2511	f28v	20	3699	l	0.209	.	C04
2512	f28v	20	3761	X	0.802	.	x
2513	f28v	20	3810	z	0.370	.	z
2514	f28v	20	3841	f	0.683	.	f
2515	f28v	20	3910	7	0.414	.	7
2516	f28v	20	3935	l	0.469	.	C04
2517	f28v	20	3997	n	0.361	.	n
2518	f28v	20	4037	v	0.337	.	v
2519	f28v	20	4048	db	0.952	.	C11
2520	f28v	20	4105	f	0.703	.	f
2521	f28v	20	4189	psi	0.758	.	C13
2522	f28v	20	4252	R	0.194	.	R
2523	f28v	20	4300	psi	0.361	.	.
2524	f28v	20	4327	f	1.101	.	.
2525	f28v	20	4377	q	1.067	.	.
2526	f28v	21	1549	X	0.717	star	x
2527	f28v	21	1614	H	0.163	-	H
2528	f28v	21	1673	I	0.612	rho	I
2529	f28v	21	1727	psi	0.579	phi	C13
2530	f28v	21	1788	w	0.678	f	C14
2531	f28v	21	1863	o	0.783	lam	o
2532	f28v	21	1907	Del	0.737	f	C07
2533	f28v	21	1954	ankh	0.659	rho	C01
2534	f28v	21	2015	I	0.269	I	I
2535	f28v	21	2068	arr	0.644	lam	C01
2536	f28v	21	2143	psi	0.672	Rk	C13|C13
2537	f28v	21	2215	T	0.592	f(-)	T|T
2538	f28v	21	2265	o	0.278	.	o|o
2539	f28v	21	2299	arr	0.287	.	C13
2540	f28v	21	2381	psi	0.211	.	C13
2541	f28v	21	2432	x	0.347	.	x
2542	f28v	21	2500	db	0.234	.	C11
2543	f28v	21	2564	box	0.549	.	C09
2544	f28v	21	2610	l	0.264	.	C04
2545	f28v	21	2687	box	0.339	.	C09
2546	f28v	21	2749	psi	0.268	.	C13
2547	f28v	21	2818	n	0.246	.	n
2548	f28v	21	2857	v	0.332	.	v
2549	f28v	21	2887	db	0.215	.	C11
2550	f28v	21	2955	q	0.318	.	C01
2551	f28v	21	2996	psi	0.286	.	C13
2552	f28v	21	3048	dash_o	0.487	.	-
2553	f28v	21	3122	db	0.239	.	C11
2554	f28v	21	3146	f	0.766	.	f
2555	f28v	21	3227	I	0.432	.	I
2556	f28v	21	3282	psi	0.268	.	C13
2557	f28v	21	3345	arr	0.340	.	C01
2558	f28v	21	3409	db	0.161	.	-
2559	f28v	21	3462	S	0.224	.	s
2560	f28v	21	3517	psi	0.666	.	C13
2561	f28v	21	3560	f	0.430	.	-
2562	f28v	21	3600	l	0.562	.	C04
2563	f28v	21	3677	R	0.574	.	R
2564	f28v	21	3716	z	0.457	.	z
2565	f28v	21	3767	v	0.729	.	v
2566	f28v	21	3806	lam	0.578	.	C10
2567	f28v	21	3860	o	0.608	.	o
2568	f28v	21	3912	psi	0.757	.	C13
2569	f28v	21	3970	lam	0.489	.	C10
2570	f28v	21	4012	l	0.531	.	-
2571	f28v	21	4066	db	0.717	.	C11
2572	f28v	21	4123	7	0.487	.	7
2573	f28v	21	4180	lam	0.557	.	C10
2574	f28v	21	4228	box	0.700	.	C09
2575	f28v	21	4278	arr	1.013	.	.
2576	f28v	21	4331	I	0.621	.	.
2577	f28v	22	1543	T	0.306	f	T
2578	f28v	22	1581	l	0.589	rho	C04
2579	f28v	22	1652	db	0.158	f	C11
2580	f28v	22	1683	l	0.706	lam	C04
2581	f28v	22	1743	n	0.631	-	n
2582	f28v	22	1790	v	0.845	I	v
2583	f28v	22	1819	db	0.548	rho	C11
2584	f28v	22	1890	o	0.299	phi	o
2585	f28v	22	1931	v	0.689	v	v
2586	f28v	22	1964	arr	0.575	z	C01
2587	f28v	22	2029	psi	0.316	I	C13
2588	f28v	22	2084	dbar	0.309	lam	C11|C11
2589	f28v	22	2190	o	0.266	lam	o|o
2590	f28v	22	2226	arr	0.653	phi	C01|C01
2591	f28v	22	2304	q	0.646	?	C13
2592	f28v	22	2354	q	0.680	.	-
2593	f28v	22	2402	psi	0.582	.	C13
2594	f28v	22	2447	rho	0.740	.	-
2595	f28v	22	2512	v	0.514	.	v
2596	f28v	22	2558	E	0.364	.	E
2597	f28v	22	2610	X	0.486	.	x
2598	f28v	22	2634	rho	0.242	.	C09
2599	f28v	22	2718	o	0.353	.	o
2600	f28v	22	2762	v	0.560	.	v
2601	f28v	22	2801	sq	0.770	.	a
2602	f28v	22	2853	I	0.594	.	I
2603	f28v	22	2893	l	0.642	.	C04
2604	f28v	22	2976	q	0.361	.	C01
2605	f28v	22	3025	psi	0.485	.	C13
2606	f28v	22	3068	l	0.729	.	C01
2607	f28v	22	3138	X	0.750	.	x
2608	f28v	22	3204	th	0.790	.	C19
2609	f28v	22	3255	psi	0.664	.	C13
2610	f28v	22	3308	arr	0.154	.	C01
2611	f28v	22	3363	db	0.677	.	-
2612	f28v	22	3430	S	0.375	.	s
2613	f28v	22	3479	o	0.632	.	o
2614	f28v	22	3512	f	0.645	.	f
2615	f28v	22	3594	q	0.672	.	C01
2616	f28v	22	3632	psi	0.193	.	C13
2617	f28v	22	3686	arr	0.434	.	C01
2618	f28v	22	3768	o	0.309	.	o
2619	f28v	22	3805	v	0.259	.	v
2620	f28v	22	3838	rho	0.634	.	C01
2621	f28v	22	3877	db	0.346	.	C11
2622	f28v	22	3935	dbar	0.673	.	-
2623	f28v	22	4013	ankh	0.659	.	-
2624	f28v	22	4076	l	0.706	.	C04
2625	f28v	22	4125	T	0.502	.	T
2626	f28v	22	4179	sq	0.378	.	C10
2627	f28v	22	4231	v	0.605	.	-
2628	f28v	22	4263	arr	0.698	.	C01
2629	f28v	22	4330	o	0.605	.	.
2630	f28v	22	4360	R	0.833	.	.
2631	f28v	23	1550	H	0.380	A	H
2632	f28v	23	1603	X	0.690	phi	x
2633	f28v	23	1660	dbar	0.696	T	C11
2634	f28v	23	1757	o	0.603	o	o
2635	f28v	23	1797	I	0.503	phi	I
2636	f28v	23	1854	dbar	0.699	lam	C11
2637	f28v	23	1934	f	0.676	I	f
2638	f28v	23	2001	psi	0.653	phi	C13
2639	f28v	23	2050	arr	0.571	phi	-
2640	f28v	23	2120	n	0.360	phi	n
2641	f28v	23	2161	v	0.731	v	v
2642	f28v	23	2189	db	0.614	dag	C11
2643	f28v	23	2199	rho	0.424	rho	C01
2644	f28v	23	2281	n	0.330	phi	n
2645	f28v	23	2328	v	0.648	v	v
2646	f28v	23	2379	psi	0.200	.	C13
2647	f28v	23	2428	l	0.284	.	C04
2648	f28v	23	2490	psi	0.279	.	C13
2649	f28v	23	2545	S	0.170	.	s
2650	f28v	23	2590	T	0.554	.	T
2651	f28v	23	2642	lam	0.221	.	C10
2652	f28v	23	2698	Del	0.229	.	C07
2653	f28v	23	2750	o	0.147	.	o
2654	f28v	23	2788	I	0.268	.	I
2655	f28v	23	2835	arr	0.248	.	-
2656	f28v	23	2906	psi	0.642	.	C13
2657	f28v	23	2968	db	0.436	.	C11
2658	f28v	23	3008	f	0.360	.	f
