code	printed	line	letter	context
137	137	1152	VI	eport <>f the Duke's interview with George Young, Bent bj the King. Dat. Edinb. 11 137. From the same to the same; the Duke's movements still un- certain and suspicion- 
12	12	1155	VI	 and suspicion- ; the King- and council resolve to adopt prompt measures. Dat. Edinb. 12 Dec. 1582. From LS8. From the same to the same; (private ;) doubts infused into Jam
12	12	1161	VI	 French ambassador ; the King afraid of being thought to tear the Duke. Dat. Edinb. 12 Dec. 1582. From the 13[). From the same to the same ; an ambassador to lie sent 
13	13	1164	VI	 King afraid of being thought to tear the Duke. Dat. Edinb. 12 Dec. 1582. From the 13[). From the same to the same ; an ambassador to lie sent into England; the King st
140	140	1169	VI	 with the Duke ; Dunbar- ton and Blackness to he rendered to the King. Dat. Edinb. 140. From the same to the same, (?) (privates J the King's affection for the 
141	141	1175	VI	iminished; Elizabeth's parsi- mony an obstacle; requests that he may be recalled. Dat. 141. From the same to the same : some legal difficulties prevent tin' Duke being decla
14	14	1180	VI	ys ; accounts of several who have been in communication with the Duke. Dat. Edinb. 14 1-lL'. From the Bame to the same; La Mothe to be detained; I- es'a plans to thwar
1	1	1183	VI	 accounts of several who have been in communication with the Duke. Dat. Edinb. 14 1-lL'. From the Bame to the same; La Mothe to be detained; I- es'a plans to thwart L
143	143	1188	VI	the's embassy ; account of the Duke'- late movements, and speculations on the future. 143. From the same to the same; (private}) requesting more ' due lion-, and that 
19	19	1194	III	s; the Earl of Gowry's communica- tion with the council respecting Arran. Dat". Edin. 19 Dec 145. From the same to the same ; many in Scotland alarmed at CONTENTS. x.w 
145	145	1198	III	rl of Gowry's communica- tion with the council respecting Arran. Dat". Edin. 19 Dec 145. From the same to the same ; many in Scotland alarmed at CONTENTS. x.w PAGE th
19	19	1207	III	 PAGE the prospect of the Duke being- admitted into Elizabeth's favour. Dat. Edinb. 19 Dec. 1582. From the Letter- 14G. Letter from the same to the same; (private;) Eliza
147	147	1215	III	bassador to be sent to her from James ; memorandum of the exact time of his birth. 147. From the same to the same; La Mothe's arrival expected; the Duke's route; Bow
148	148	1221	III	 for money by the Scottish court ; piracy committed on Scottish vessels. Dat. Edinb. 148. From the same to the same; (private ;) recommending .John C'olville, Col. St
149	149	1226	III	 (private ;) recommending .John C'olville, Col. Steward, and the Prior of Blantyre. 149. From the same to the same; (private to himself; J the Duke's party strong i
29	29	1229	III	the Duke's party strong in Scotland ; nothing can be done without money. Dat. Edinb. 29 Dec. 1582. From the 150. From the same to the same; the Duke's party strong; Col- 
150	150	1232	III	in Scotland ; nothing can be done without money. Dat. Edinb. 29 Dec. 1582. From the 150. From the same to the same; the Duke's party strong; Col- ville about to depart fo
29	29	1236	III	ing's guard in arrear ; the King bruised by a fall from his horse, &c. Dat. Edinb. 29 151. From the same to the same ; his letters have been detained by the way; Colv
151	151	1239	III	 guard in arrear ; the King bruised by a fall from his horse, &c. Dat. Edinb. 29 151. From the same to the same ; his letters have been detained by the way; Colville 
30	30	1242	III	on his embassy to Elizabeth ; La Mothe to be delayed on his journey. Dat. Edinb. 30 Dec. 152. From the same to the same; La Mothe has arrived in Scot- land ; exci
152	152	1246	III	assy to Elizabeth ; La Mothe to be delayed on his journey. Dat. Edinb. 30 Dec. 152. From the same to the same; La Mothe has arrived in Scot- land ; excitement occas
5	5	1251	III	 to borrow money from Bowes ; explains the delay of the last letter. Dat. Edinb. 5 Jan. 153. From the same to the same; (private; J the King still trusts to Eliza
153	153	1255	III	 money from Bowes ; explains the delay of the last letter. Dat. Edinb. 5 Jan. 153. From the same to the same; (private; J the King still trusts to Elizabeth, and is
7	7	1258	III	o Elizabeth, and is anxious for an interview ; requests to be withdrawn. Dat. Edinb. 7 Jan. 1583. From the Letter- 154. From the same to the same ; La Mothe about to h
154	154	1261	III	 an interview ; requests to be withdrawn. Dat. Edinb. 7 Jan. 1583. From the Letter- 154. From the same to the same ; La Mothe about to have an in- terview wTith the King
155	155	1266	III	he about to have an in- terview wTith the King ; the nobility hasten to the court. 155. Letter from W. Davison to the same ; giving an account of his and La Mothe's jou
13	13	1271	III	r; the proceedings of the King and court up to the date of the letter. Dat. Edinb. 13 Jan. 1583. From the Letter- Book, p. Ill 318 \\\ i COM M N i B. PA OK L56. L
318	318	1272	III	 to the date of the letter. Dat. Edinb. 13 Jan. 1583. From the Letter- Book, p. Ill 318 \\\ i COM M N i B. PA OK L56. Letter from Robert Bowes t<> Sm Francis Walsiwg
15	15	1282	III	 French Ambassador, resident in the Scottish court; recommends Mr. Davison. Dat. Edinb. 15 Jan. 1583. From the Let- 157. From the Bame t<> the same : the King much 
157	157	1285	III	 the Scottish court; recommends Mr. Davison. Dat. Edinb. 15 Jan. 1583. From the Let- 157. From the Bame t<> the same : the King much prejudiced against the Hamilton*
158	158	1292	III	lso prejudiced in favour of Arras, between whom and Gowry there had been a quarrel. 158. From the same and W. Davisoh to the same; account of the articles discussed by L
19	19	1297	III	 of parties in the Scottish court, from all which they apprehend danger. Dat. Edinb. 19 Jan. 1583. From the 159. From Robert Bowes to the same; (private;) suggest- ing 
159	159	1300	III	ish court, from all which they apprehend danger. Dat. Edinb. 19 Jan. 1583. From the 159. From Robert Bowes to the same; (private;) suggest- ing the course to be adopted 
1	1	1307	III	 embassy; he has been urged to advance money for the use of the King. Dat. Edinb. 1 1 .ii. From W. Davison and the same to the same; La Mothe proceeds more openly than 
1	1	1307	III	embassy; he has been urged to advance money for the use of the King. Dat. Edinb. 1 1 .ii. From W. Davison and the same to the same; La Mothe proceeds more openly than b
22	22	1309	III	oceeds more openly than before ; the arrival of Manning- ville intimated. Dat. Edinb. 22 Jan. 1583. From the Hi I. From the same to the same; Manningville requests to be 
163	163	1324	III	 French ; money urgently re- quired for the payment of the King's guard. Dat. Edinb. 163. From the same to the same; (with his own hand;) informa- tion about a conversation 
164	164	1331	III	o Bowes ; notes of the in- formation furnished by another Bpy. Dat. lvlinb. last of 164. From the same to the same; remarks upon the information pecting Scottish affairs gi
165	165	1343	III	arly verj active. Dat. Edinb. <i I'd.. 1583. From the Letter- CONTENTS. WV11 PAGE 165. Letter from the same and \Y. Davison to the same ; account of a conference which 
7	7	1346	III	e French interest, and of their conference with La Mothe ; general news. Dat. Edinb. 7 Feb. 1583. 1G6. From Robert Bowes to the same; (private;) the French influence much 
7	7	1352	III	ontinues steady to the Queen ; the Scottish guard's wages paid by Bowes. Dat. Edinb. 7 Feb. 1583. From the 167. From the same to the same ; more money yet required from
167	167	1355	III	ueen ; the Scottish guard's wages paid by Bowes. Dat. Edinb. 7 Feb. 1583. From the 167. From the same to the same ; more money yet required from Bowes by the Scotch ; 
168	168	1361	III	 party busy to change the course of policy ; warns James against Arran. Dat. Edinb. 168. From the same and W. Davison to the same ; Manningville's conferences with James a
169	169	1367	III	them ; he urges Huntley to join the French party ; a feud between Angus and Hume. 169. From Robert Bowes to the same ; the knavery of a German named Haller. D
21	21	1369	III	bert Bowes to the same ; the knavery of a German named Haller. Dat. Edinb. 21 Feb. 1583. From 170. From the same to the same ; (private ; ) the King writes to
170	170	1372	III	 same ; the knavery of a German named Haller. Dat. Edinb. 21 Feb. 1583. From 170. From the same to the same ; (private ; ) the King writes to the Queen ; Bowes 
21	21	1374	III	vate ; ) the King writes to the Queen ; Bowes anxious to be recalled. Dat. Edinb. 21 171. From the same and W. Davison to the same; account of La Mothe's practices in
171	171	1377	III	 ; ) the King writes to the Queen ; Bowes anxious to be recalled. Dat. Edinb. 21 171. From the same and W. Davison to the same; account of La Mothe's practices in the 
21	21	1381	III	e French interest ; the King anxious to promote unity among his nobility. Dat. Edinb. 21 Feb. 1583. From the Let- 172. From Robert Bowes to the same ; the attempt 
172	172	1384	III	nxious to promote unity among his nobility. Dat. Edinb. 21 Feb. 1583. From the Let- 172. From Robert Bowes to the same ; the attempt to se- cure Lennox to the Quee
173	173	1391	III	s party is hopeless ; informa- tion about Manningville's plans furnished by two spies. 173. From the same and W. Davison to the same ; the dangerous state of the court, but
174	174	1398	III	 seminary priest, apprehended ; tumult occasioned by Manningville celebrating mass. Dat. 174. From Robert Bowes to the same; (private;) the un- certain state of the court ; 
175	175	1403	III	he same; (private;) the un- certain state of the court ; money due to Bowes. Dat. 175. From the same and W. Davison to the same; the King not favourable to the French 
10	10	1413	III	 them in adherence to wviu COM i i si S. PAGE the English party. Dat Edinb. 10 Man!:. 1583, From I 7o. Letter from tlic same to the same; Davison's interview w
18	18	1420	III	d to certain persons named; Bowes and Davison endeavour to restore quiet. Dat. Edinb. 18 Mar. 177. From Roiu.Ki Bowes to the -one; in favour of Roger Almonde. Dat Edinb. 1
177	177	1423	III	ain persons named; Bowes and Davison endeavour to restore quiet. Dat. Edinb. 18 Mar. 177. From Roiu.Ki Bowes to the -one; in favour of Roger Almonde. Dat Edinb. 18 March, 1
18	18	1424	III	8 Mar. 177. From Roiu.Ki Bowes to the -one; in favour of Roger Almonde. Dat Edinb. 18 March, 1583. From the Let- I7S. From the same and W. Davison to the same; (priv
18	18	1429	III	) a eral conspiracy amongst the Roman Catholics to invade the island. Dat." Edinb. 18 March, 1583. From the Let- 17!'. From Robert Bowes to the -.one; Rocco Bonnetti,
17	17	1432	III	an Catholics to invade the island. Dat." Edinb. 18 March, 1583. From the Let- 17!'. From Robert Bowes to the -.one; Rocco Bonnetti, .em- ployed by Manningville to conv
28	28	1434	III	e to convey his letters into France, gives them to Bowes for inspection. Dat. Edinb. 28 (18?) 180. From the same to the same ; recommending Rocco Bonnetti. Dat. Edinb. 19
18	18	1434	III	 convey his letters into France, gives them to Bowes for inspection. Dat. Edinb. 28 (18?) 180. From the same to the same ; recommending Rocco Bonnetti. Dat. Edinb. 19 Mar
180	180	1437	III	y his letters into France, gives them to Bowes for inspection. Dat. Edinb. 28 (18?) 180. From the same to the same ; recommending Rocco Bonnetti. Dat. Edinb. 19 March, 158
19	19	1439	III	28 (18?) 180. From the same to the same ; recommending Rocco Bonnetti. Dat. Edinb. 19 March, 1583 392 181. From the same to the same; information respecting Ilolte ; Ma
392	392	1439	III	 From the same to the same ; recommending Rocco Bonnetti. Dat. Edinb. 19 March, 1583 392 181. From the same to the same; information respecting Ilolte ; Manningville linger
181	181	1441	III	 the same to the same ; recommending Rocco Bonnetti. Dat. Edinb. 19 March, 1583 392 181. From the same to the same; information respecting Ilolte ; Manningville lingers in 
28	28	1444	III	in Scotland; Davison recalled; Gowry appeased ; a parliament summoned. &C. Dat. Edinb. 28 182. From the same to the same; incloses a letter received from Bonnetti, which i
182	182	1447	III	cotland; Davison recalled; Gowry appeased ; a parliament summoned. &C. Dat. Edinb. 28 182. From the same to the same; incloses a letter received from Bonnetti, which is to 
30	30	1449	III	closes a letter received from Bonnetti, which is to be returned to him. Dat. Edinb. 30 \^-\. From the same to the same ; Manningville's stay prolonged; the people of Edin
0	0	1455	III	iest, and a riot apprehended ; information respecting Gowry and Arran, &c Dat. Edinb. 0 April, 15S3. From the 184. Letter from the same to Sir Francis Walsingham; in favou
184	184	1458	III	ed ; information respecting Gowry and Arran, &c Dat. Edinb. 0 April, 15S3. From the 184. Letter from the same to Sir Francis Walsingham; in favour of the Miit of Cuthbert, 
186	186	1466	III	ommending the suit of Alex- ander Douglas, Bervanl to the Earl of Angus. Dat. Edinb. 186. From the same to the same; in recommendation of Robert Halliday. Dat. Edinb. 6 Apr
6	6	1468	III	 186. From the same to the same; in recommendation of Robert Halliday. Dat. Edinb. 6 April, 1583. From the Letter- 187, From the Bame to the same ; expressing his opin
187	187	1471	III	; in recommendation of Robert Halliday. Dat. Edinb. 6 April, 1583. From the Letter- 187, From the Bame to the same ; expressing his opinion as to the sending of one 
000	000	1473	III	g his opinion as to the sending of one (whose name i- not mentioned) into 000 CONTENTS. xxix PAGE with advice as to his management. Dat. Edinb. 7 April, 188.
7	7	1481	III	ed) into 000 CONTENTS. xxix PAGE with advice as to his management. Dat. Edinb. 7 April, 188. Letter from the same to the same ; upon Border affairs ; Man- ningvil
188	188	1484	III	 000 CONTENTS. xxix PAGE with advice as to his management. Dat. Edinb. 7 April, 188. Letter from the same to the same ; upon Border affairs ; Man- ningville delays his
189	189	1490	III	 ; debates between Gowry and Arren; two Scottish ships plundered by English pirates. 189. From the same to the same; (private;) Lennox's return into Scotland anticipated 
12	12	1494	III	 what the feeling of the Scottish nobility is in regard to him (Lennox). Dat. Edinb. 12 April, 1583. From 190. From the same to the same ; matters discussed at the cabine
190	190	1497	III	he Scottish nobility is in regard to him (Lennox). Dat. Edinb. 12 April, 1583. From 190. From the same to the same ; matters discussed at the cabinet council held previous
178	178	1502	III	o the meeting of Convention ; the disputes between Arran and Gowry further exhibited. 178 411 191. From the same to the same ; in commendation of Robert Cun- ningham. Dat. 
411	411	1502	III	he meeting of Convention ; the disputes between Arran and Gowry further exhibited. 178 411 191. From the same to the same ; in commendation of Robert Cun- ningham. Dat. Edin
191	191	1504	III	eting of Convention ; the disputes between Arran and Gowry further exhibited. 178 411 191. From the same to the same ; in commendation of Robert Cun- ningham. Dat. Edinb. 22
22	22	1506	III	91. From the same to the same ; in commendation of Robert Cun- ningham. Dat. Edinb. 22 April, 1583. From the Letter- 192. From the same to the same ; Manningville still 
